OBJECTID,PARK_ID,NAME,NAME_FR,ADDRESS,ADDRESS_FR,PARK_TYPE,PARK_TYPE_FR,DOG_DESIGNATION,DOG_DESIGNATION_FR,WATERBODY_ACCESS,WARD,WARD_NAME,WARD_NAME_FR,PARK_DEDICATION_STATUS,ACCESSIBLE,OPEN,LATITUDE,LONGITUDE,SAP_FLOC,MODIFIED_DATE,CREATED_DATE,DOG_DESIGNATION_DETAILS,DOG_DESIGNATION_DETAILS_FR,Shape_Length,Shape_Area,SAP_ID,PARK_CATEGORY,PARK_CATEGORY_FR
1272,2606,Recreational Trail,Sentier récréatif,1123 Old Montreal Road,"1123, chemin Old Montreal",Passive Recreation,Loisirs passifs,4,4,no/non,1,Orléans East-Cumberland,Orléans-Est-Cumberland,7,yes/oui,,45.4981053,-75.47273826,R-PKS-018-1366,1668471828000,1515071513000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,4351.208526439656,28457.28449849,1366,Greenspace,Espace vert
1273,2646,Meynell Park,Parc Meynell,245 Meynell Road,"245, chemin Meynell",Active Recreation,Loisirs passifs,4,4,no/non,21,Rideau-Jock,Rideau-Jock,0,yes/oui,,45.18512647,-75.84734866,R-PKS-013-1409,1668472165000,1587945600000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,557.4491112082153,9686.805098185001,1409,Parkette,Miniparc
1274,2647,Washka Park,Parc Washka,855 Artemis Circle,"855, cercle Artemis",Passive Recreation,Loisirs passifs,4,4,yes/oui,21,Rideau-Jock,Rideau-Jock,0,yes/oui,,45.21738697,-75.66620565,R-PKS-018-1413,1668470706000,1587945600000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,420.9228446767693,5009.44896284,1413,Woodland Park,Parc boisé
1275,2688,Stormwater Management Area (Maple Grove),Aire de gestion des eaux pluviales (Maple Grove),1635 Maple Grove Road,"1635, chemin Maple Grove",Passive Recreation,Loisirs passifs,4,4,yes/oui,6,Stittsville,Stittsville,8,yes/oui,,45.29515707,-75.91428403,R-PKS-019-1460,1668471829000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1669.1978904294806,66580.04506216,1460,Greenspace,Espace vert
1276,2457,Diamond Jubilee Park,Parc du Jubilé de Diamant,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester","2810, promenade Findlay Creek / 4008, promenade Kelly Farm, Gloucester",Active Recreation,Loisirs dynamiques,4,4,no/non,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,0,yes/oui,,45.31717338,-75.6105923,R-PKS-006-1203,1668470886000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,3478.5431443161597,91455.248544395,1203,Community Park,Parc communautaire
1277,2695,Crossgate Park,Parc Crossgate,800 Crossgate Street,"800, rue Crossgate",Active Recreation,Loisirs dynamiques,,,,3,BARRHAVEN WEST,BARRHAVEN-OUEST,0,yes/oui,yes/oui,,,R-PKS-003-1471,1746111900000,,,,495.569497039823,6176.432049825,1471,,
1278,1759,Recreational Trail (Hydro Corridor),Sentier récréatif (couloir de transport d'électricité),"1076 Esprit Drive, Cumberland","1076, promenade Esprit, Cumberland",Passive Recreation,Loisirs passifs,4,4,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,4,no/non,,45.46161635,-75.47971813,R-PKS-015-1078,1668471193000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,3834.9570663476534,75746.613405145,1078,Greenspace,Espace vert
1279,2354,Chapman Mills West Woodlot,Terrain boisé (Chapman Mills Ouest),"225 Marketplace Avenue, Nepean","225, avenue Marketplace, Nepean",Passive Recreation,Loisirs passifs,4,4,no/non,24,Barrhaven East,Barrhaven-Est,9,no/non,,45.2722826,-75.73334678,R-PKS-003-1306,1668470753000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1431.1276596922976,53992.659194535,1306,Greenspace,Espace vert
1280,2607,Woodlot,Terrain boisé,Baie-des-Castors Street,rue de la Baie-des-Castors,Passive Recreation,Loisirs passifs,4,4,yes/oui,1,Orléans East-Cumberland,Orléans-Est-Cumberland,11,no/non,,45.49951684,-75.47132625,,1668471668000,1515072688000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,483.0821962670141,6927.895195795,,Greenspace,Espace vert
1281,2626,Ovation Park,Parc Ovation,767 Ovation grove,"767, bois Ovation",Active Recreation,Loisirs dynamiques,4,4,no/non,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,0,yes/oui,yes/oui,45.32412057,-75.59101081,R-PKS-015-1467,1739393760000,1560346113000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,374.5571419836316,4258.608177675001,1467,Parkette,Miniparc
1282,2624,Shuttleworth Park,Parc Shuttleworth,235 Shuttleworth Drive,"235, promenade Shuttleworth",Active Recreation,Loisirs dynamiques,4,4,no/non,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,0,yes/oui,yes/oui,45.31996736,-75.58770422,R-PKS-019-1458,1739393700000,1560343875000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,339.0869044961471,3648.20219371,1458,Urban Parkette,Miniparc urbain
1283,2712,Rhubarb Park,Parc Rhubarb,1530 Whitlow Grass Way,"1530, voie Whitlow-Grass",,,,,,4,Kanata North,KANATA-NORD,3,,no/non,,,,,1745076480000,,,685.0266923487236,7683.59623823,,,
1284,2710,Eureka park,Parc Eureka,113 Invention Blvd,"113, boulevard Invention",,,,,,4,Kanata North,KANATA-NORD,3,,no/non,,,,,1745074800000,,,954.0624622060388,25727.641852635,,,
1285,2711,Northwood Park,Parc Northwood,731 Leone Farrell St,"731, rue Leone-Farrell",,,,,,4,KANATA NORTH,KANATA-NORD,3,,no/non,,,,,1745075580000,,,749.8826992048522,17060.270732595,,,
1286,2696,Mahohgany Park 3,Parc Mahogany 3,605 Bridgeport Avenue,"605, avenue Bridgeport",Active recreation,Loisirs dynamiques,,,,21,RIDEAU-JOCK,RIDEAU-JOCK,2,,no/non,,,,1746127560000,,,,958.8422769663539,28899.173812905003,,,
1287,2697,Pointe Park,Parc Pointe,870 Cappamore Drive,"870, promenade Cappamore",Active Recreation,Loisirs dynamiques,,,,3,BARRHAVEN WEST,BARRHAVEN-OUEST,2,,no/non,,,,1746131880000,1717422600000,,,484.1363416005996,6841.746306255,,,
1288,2628,Dowitcher Park,Parc Dowitcher,50 Dowitcher Grove,"50, bois Dowitcher",Active Recreation,Loisirs dynamiques,4,4,no/non,3,Barrhaven West,Barrhaven-Ouest,0,yes/oui,yes/oui,45.24702601,-75.74485487,R-PKS-004-1315,1739393820000,1561124318000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,874.5621374387576,21316.750739765,1315,Neighbourhood Park,Parc de quartier
1289,2629,Stormwater Management Area (Kilspindie),Aire de gestion des eaux pluviales,370 Kilspindlie Ridge,"370, côte Kilspindie",Passive Recreation,Loisirs dynamiques,4,4,yes/oui,3,Barrhaven West,Barrhaven-Ouest,8,no/non,,45.25382985,-75.71169241,R-PKS-019-1422,1668471154000,1561129913000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,610.7690504609218,7827.366569655001,1422,Greenspace,Espace vert
1290,2650,Trailsedge East Park - (FUTURE),Parc de Trailsedge-Est - (FUTUR),876 Couloir Road,"876, chemin du Couloir",Active Recreation,Loisirs dynamiques,4,4,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,3,yes/oui,,45.43979906,-75.50308112,R-PKS-020-1441,1668471676000,1596120113000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,933.3609276472503,22532.847492075,1441,Neighbourhood Park,Parc de quartier
1291,2582,Ogilvy Square,Place Ogilvy,Nicholas Street at Rideau Street,rue Nicholas à rue Rideau,Passive Recreation,Loisirs passifs,4,4,no/non,12,Rideau-Vanier,Rideau-Vanier,6,yes/oui,,45.42637871,-75.69023808,,1668471594000,1490371405000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,224.29074791678164,1081.8740422750002,,Urban Plaza,Place urbaine
1292,2458,Egbert Reitsma Parkette,Mini-parc Egbert-Reitsma,"100 Clifford Campbell Street, West Carleton","100, rue Clifford-Campbell, West Carleton",Active Recreation,Loisirs dynamiques,4,4,no/non,5,West Carleton-March,West Carleton-March,0,no/non,,45.46940906,-76.20576791,R-PKS-005-1208,1668472069000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,299.3145204885823,2698.812041285,1208,Urban Parkette,Miniparc urbain
1293,2638,Vanier Francophone Square,Carré de la Francophonie de Vanier,Dupuis Street at Montreal Road,rue Dupuis à chemin Montreal,Passive Recreation,Loisirs passifs,4,4,no/non,12,Rideau-Vanier,Rideau-Vanier,6,yes/oui,,45.43583511,-75.66131183,,1668472371000,1579540433000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,178.67817628222443,560.5175410749999,,Urban Plaza,Place urbaine
