APPLICATION_NUMBER,APPLICATION_DATE,APPLICATION_TYPE,STATUS,STATUS_DATE,ADDRESS,WARD,LATITUDE,LONGITUDE,IS_ACTIVE,IS_APPROVED
D07-12-21-0137           ,2021-09-02,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2025-01-08,777 SILVER SEVEN,Ward 23                            ,45.301924,-75.91405,0,1
D07-12-20-0177           ,2020-12-14,Site Plan Control        ,Application Approved,2021-08-11,2780 LANCASTER,Ward 18                            ,45.394183,-75.60519699999999,0,1
D07-12-18-0117           ,2018-08-01,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-01-26,4200 FALLOWFIELD,Ward 3                             ,45.278059,-75.78087599999999,0,1
D07-12-18-0117           ,2018-08-01,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-01-26,4190 FALLOWFIELD,Ward 3                             ,45.278341999999995,-75.780185,0,1
D07-12-18-0117           ,2018-08-01,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-01-26,4210 FALLOWFIELD,Ward 3                             ,45.277727,-75.781688,0,1
D02-02-18-0072           ,2018-08-01,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,2740 CEDARVIEW,Ward 3                             ,45.278164,-75.78003799999999,0,1
D02-02-18-0072           ,2018-08-01,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,4190 FALLOWFIELD,Ward 3                             ,45.278341999999995,-75.780185,0,1
D02-02-18-0072           ,2018-08-01,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,4210 FALLOWFIELD,Ward 3                             ,45.277727,-75.781688,0,1
D02-02-18-0072           ,2018-08-01,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,4236 FALLOWFIELD,Ward 3                             ,45.278164,-75.78003799999999,0,1
D07-12-20-0181           ,2020-12-18,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-10-27,989 KILBIRNIE,Ward 3                             ,45.239411,-75.734436,0,1
D02-02-20-0133           ,2020-12-18,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-05-11,963 HARE,Ward 7                             ,45.367114,-75.761301,0,1
D07-12-20-0183           ,2020-12-18,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-05-06,631 SOMME,Ward 20                            ,45.302661,-75.548931,0,1
D01-01-20-0025           ,2020-12-17,Official Plan Amendment  ,Application Approved by OMB,2023-09-10,6150 THUNDER,Ward 20                            ,45.347085,-75.448442,0,1
D01-01-20-0025           ,2020-12-17,Official Plan Amendment  ,Application Approved by OMB,2023-09-10,5368 BOUNDARY,Ward 20                            ,45.343405999999995,-75.4436,0,1
D01-01-20-0025           ,2020-12-17,Official Plan Amendment  ,Application Approved by OMB,2023-09-10,5368 BOUNDARY,Ward 20                            ,45.343677,-75.44297,0,1
D02-02-20-0130           ,2020-12-17,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-15,5368 BOUNDARY,Ward 20                            ,45.343677,-75.44297,0,1
D02-02-20-0130           ,2020-12-17,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-15,6150 THUNDER,Ward 20                            ,45.347085,-75.448442,0,1
D02-02-20-0132           ,2020-12-17,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-31,7070 MANSFIELD,Ward 21                            ,45.193636,-75.91691,0,1
D01-01-20-0027           ,2020-12-21,Official Plan Amendment  ,Application File Pending,2024-04-08,927 MARCH,Ward 4                             ,45.360079,-75.93980599999999,1,0
D07-16-20-0033           ,2020-12-21,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2025-10-08,5725 FERNBANK,Ward 6                             ,45.259989,-75.892543,0,1
D07-12-21-0115           ,2021-07-29,Site Plan Control        ,Request for Agreement Received,2024-10-17,134 NELSON,Ward 12                            ,45.430188,-75.685203,1,0
D07-12-21-0116           ,2021-07-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-03-27,2740 QUEENSVIEW,Ward 7                             ,45.351802,-75.789206,0,1
D02-02-21-0077           ,2021-08-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-08-08,3718 GREENBANK,Ward 21                            ,45.240347,-75.742401,0,1
D02-02-21-0078           ,2021-08-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-10,702 EARL ARMSTRONG,Ward 22                            ,45.27127,-75.68661999999999,0,1
D07-12-21-0118           ,2021-08-04,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-02-24,702 EARL ARMSTRONG,Ward 22                            ,45.27127,-75.68661999999999,0,1
D07-12-21-0120           ,2021-08-09,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-02-09,60 DEFENCE,Ward 6                             ,45.269822999999995,-75.88552299999999,0,1
D02-02-21-0079           ,2021-08-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-07,1 LASER,Ward 9                             ,45.335584999999995,-75.703447,0,1
D02-02-21-0079           ,2021-08-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-07,1 LASER,Ward 9                             ,45.335902999999995,-75.703762,0,1
D07-12-19-0075           ,2019-05-08,Site Plan Control        ,Comment Period in Progress,2025-01-31,2145 WALKLEY,Ward 18                            ,45.38802,-75.62316299999999,1,0
D02-02-19-0059           ,2019-05-21,Zoning By-law Amendment  ,Application Approved by OMB,2021-12-07,1110 FISHER,Ward 16                            ,45.37898,-75.721384,0,1
D02-02-19-0060           ,2019-05-21,Zoning By-law Amendment  ,Application Refused by OMB,2021-01-08,3484 INNES,Ward 2                             ,45.446622,-75.526062,0,0
D02-02-23-0083           ,2023-12-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-03-04,1961 SARSFIELD,Ward 19                            ,45.495945,-75.372523,0,1
D02-02-24-0006           ,2024-04-09,Zoning By-law Amendment  ,Application File Pending,2024-09-16,1887 ST-JOSEPH; BOUL,Ward 2                             ,45.463609999999996,-75.54398499999999,1,0
D01-01-24-0007           ,2024-03-21,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2024-10-22,190 DAVID MANCHESTER,Ward 5                             ,45.258745,-75.973811,0,1
D01-01-24-0007           ,2024-03-21,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2024-10-22,235 DAVID MANCHESTER,Ward 5                             ,45.258976,-75.98209299999999,0,1
D01-01-24-0007           ,2024-03-21,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2024-10-22,557 JINKINSON,Ward 5                             ,45.239173,-75.97133099999999,0,1
D01-01-24-0007           ,2024-03-21,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2024-10-22,6216 SPRINGHILL,Ward 5                             ,45.153061,-75.563334,0,1
D02-02-24-0005           ,2024-03-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-22,190 DAVID MANCHESTER,Ward 5                             ,45.258745,-75.973811,0,1
D02-02-24-0005           ,2024-03-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-22,220 DAVID MANCHESTER,Ward 5                             ,45.261485,-75.97559,0,1
D02-02-24-0005           ,2024-03-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-22,7301 FLEWELLYN,Ward 5                             ,45.211866,-75.956951,0,1
D02-02-24-0005           ,2024-03-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-22,891 JINKINSON,Ward 5                             ,45.231333,-75.984321,0,1
D07-16-23-0020           ,2023-12-21,Plan of Subdivision      ,Application File Pending,2024-04-17,595 MARCH,Ward 4                             ,45.347319999999996,-75.92463099999999,1,0
D01-01-18-0008           ,2018-08-01,Official Plan Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,4236 FALLOWFIELD,Ward 3                             ,45.278164,-75.78003799999999,0,1
D01-01-18-0008           ,2018-08-01,Official Plan Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,4200 FALLOWFIELD,Ward 3                             ,45.278059,-75.78087599999999,0,1
D01-01-18-0008           ,2018-08-01,Official Plan Amendment  ,OMB Appeal Withdrawn - Application Approved,2021-04-28,4190 FALLOWFIELD,Ward 3                             ,45.278341999999995,-75.780185,0,1
D07-12-18-0128           ,2018-08-24,Site Plan Control        ,Approval Lapsed - No Building Permit Issued,2025-06-25,788 MARCH,Ward 4                             ,45.354907999999995,-75.930813,0,0
D07-12-20-0051           ,2020-04-30,Site Plan Control        ,Receipt of Agreement from Owner Pending,2021-04-30,1642 MERIVALE,Ward 8                             ,45.345307999999996,-75.731526,0,0
D07-12-20-0055           ,2020-05-06,Site Plan Control        ,Application Approved,2021-11-08,159 FORWARD,Ward 15                            ,45.407584,-75.731743,0,1
D07-12-20-0055           ,2020-05-06,Site Plan Control        ,Application Approved,2021-11-08,147 FORWARD,Ward 15                            ,45.407643,-75.73154,0,1
D07-12-20-0055           ,2020-05-06,Site Plan Control        ,Application Approved,2021-11-08,147 FORWARD,Ward 15                            ,45.407830999999995,-75.731918,0,1
D02-02-20-0034           ,2020-05-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-25,295 ASHTON,Ward 15                            ,45.39499,-75.753424,0,1
D02-02-20-0034           ,2020-05-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-25,299 ASHTON,Ward 15                            ,45.39488,-75.75356699999999,0,1
D02-02-20-0034           ,2020-05-06,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-25,301 ASHTON,Ward 15                            ,45.394909999999996,-75.75368999999999,0,1
D07-16-20-0033           ,2020-12-21,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2025-10-08,5725 FERNBANK,Ward 6                             ,45.261103999999996,-75.89383099999999,0,1
D07-12-21-0028           ,2021-03-03,Site Plan Control        ,Agreement Registered - Securities Held,2022-08-22,397 WINSTON,Ward 15                            ,45.391472,-75.75622299999999,0,1
D02-02-21-0015           ,2021-03-03,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-10-12,397 WINSTON,Ward 15                            ,45.391472,-75.75622299999999,0,1
D07-12-21-0029           ,2021-03-03,Site Plan Control        ,Approval Lapsed - No Building Permit Issued,2022-08-24,5246 MITCH OWENS,Ward 20                            ,45.23423,-75.674115,0,0
D07-12-21-0029           ,2021-03-03,Site Plan Control        ,Approval Lapsed - No Building Permit Issued,2022-08-24,5230 MITCH OWENS,Ward 20                            ,45.23423,-75.674115,0,0
D02-02-21-0017           ,2021-03-08,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-06-08,2621 DONNELLY,Ward 21                            ,45.064181999999995,-75.66999799999999,0,1
D02-02-21-0018           ,2021-03-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-08-23,6321 RENAUD,Ward 2                             ,45.433645999999996,-75.508523,0,1
D07-12-21-0031           ,2021-03-09,Site Plan Control        ,Application File Pending,2021-05-03,1335 BANK,Ward 18                            ,45.388811,-75.676715,1,0
D07-12-21-0033           ,2021-03-10,Site Plan Control        ,Receipt of Agreement from Owner Pending,2022-04-07,2447 KALADAR,Ward 17                            ,45.376782999999996,-75.670165,0,0
D02-02-21-0019           ,2021-03-10,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-06-07,5578 WILLIAM MCEWEN,Ward 21                            ,45.199774999999995,-75.742285,0,1
D02-02-21-0019           ,2021-03-10,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-06-07,5564 WILLIAM MCEWEN,Ward 21                            ,45.201501,-75.738833,0,1
D07-16-20-0008           ,2020-03-16,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2025-01-14,1830 TRIM,Ward 1                             ,45.47324,-75.460617,0,1
D07-16-20-0008           ,2020-03-16,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2025-01-14,1153 BRASSEUR,Ward 1                             ,45.47324,-75.460617,0,1
D07-12-20-0041           ,2020-04-16,Site Plan Control        ,Notice of Decision Sent,2024-04-25,365 FOREST,Ward 7                             ,45.363582,-75.78853099999999,0,1
D07-12-20-0041           ,2020-04-16,Site Plan Control        ,Notice of Decision Sent,2024-04-25,1420 RICHMOND,Ward 7                             ,45.363582,-75.78853099999999,0,1
D07-12-20-0041           ,2020-04-16,Site Plan Control        ,Notice of Decision Sent,2024-04-25,2589 BOND,Ward 7                             ,45.363582,-75.78853099999999,0,1
D02-02-20-0029           ,2020-04-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-05-18,365 FOREST,Ward 7                             ,45.363582,-75.78853099999999,0,1
D02-02-20-0029           ,2020-04-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-05-18,1420 RICHMOND,Ward 7                             ,45.363582,-75.78853099999999,0,1
D02-02-20-0029           ,2020-04-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-05-18,2583 BOND,Ward 7                             ,45.363582,-75.78853099999999,0,1
D07-12-20-0043           ,2020-04-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-11-19,5 ORCHARD,Ward 6                             ,45.280280999999995,-75.915362,0,1
D07-12-20-0043           ,2020-04-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2024-11-19,5762 HAZELDEAN,Ward 6                             ,45.280280999999995,-75.915362,0,1
D02-02-20-0030           ,2020-04-22,Zoning By-law Amendment  ,Application File Pending,2020-06-08,1995 CARLING,Ward 7                             ,45.373916,-75.762982,1,0
D09-04-24-0016           ,2024-03-27,Ontario Heritage Act     ,Heritage Permit Issued,2024-05-29,267 O'CONNOR,Ward 14                            ,45.415279999999996,-75.69312699999999,0,1
D01-01-20-0019           ,2020-10-21,Official Plan Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415406999999995,-75.693238,1,0
D02-02-20-0118           ,2020-11-20,Zoning By-law Amendment  ,Application File Pending,2021-10-06,5970 OTTAWA,Ward 21                            ,45.187546999999995,-75.816236,1,0
D07-12-21-0079           ,2021-06-03,Site Plan Control        ,Resubmission Received,2021-08-11,2 LEIKIN,Ward 24                            ,45.299392999999995,-75.712552,0,0
D07-16-21-0027           ,2021-09-02,Plan of Subdivision      ,Request for Agreement Received,2023-11-20,3079 NAVAN,Ward 19                            ,45.431224,-75.51853299999999,1,0
D07-16-19-0014           ,2019-04-26,Plan of Subdivision      ,Draft Approved,2025-07-02,708 RIVER,Ward 22                            ,45.266335,-75.703012,0,1
